scrape_date,reit,community,address,market,unit_id,beds,baths,sqft,rent,move_in_date,lease_term,has_concession,concession_hardness,concession_raw,concession_type,concession_value,concession_pct_lease_value,concession_pct_lease_term,effective_monthly_rent,listing_url,first_seen,last_seen,state,city,latitude,longitude,floorplan_name,floor_level,rentcafe_property_id
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-2912,1,1.0,885,1641.0,2026-05-19,12,True,hard,Save $1000 off rent!,dollar_off,1000.0,5.08,,1557.67,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,3,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-3106,1,1.0,885,1863.0,2026-06-23,14,True,hard,Save $1000 off rent!,dollar_off,1000.0,3.83,,1791.57,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,2,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-3107,1,1.0,885,1615.0,2026-06-06,14,True,hard,Save $1000 off rent!,dollar_off,1000.0,4.42,,1543.57,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,2,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-3207,1,1.0,885,1493.0,2026-03-31,15,True,hard,Save $1000 off rent!,dollar_off,1000.0,4.47,,1426.33,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,2,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-3306,1,1.0,885,1845.0,2026-03-31,15,True,hard,Save $1000 off rent!,dollar_off,1000.0,3.61,,1778.33,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,2,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-3307,1,1.0,885,1631.0,2026-04-11,15,True,hard,Save $1000 off rent!,dollar_off,1000.0,4.09,,1564.33,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,2,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-3507,1,1.0,885,1505.0,2026-03-31,15,True,hard,Save $1000 off rent!,dollar_off,1000.0,4.43,,1438.33,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,2,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-3512,1,1.0,885,1675.0,2026-04-16,15,True,hard,Save $1000 off rent!,dollar_off,1000.0,3.98,,1608.33,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,3,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-4009,1,1.0,885,1516.0,2026-05-19,12,True,hard,Save $1000 off rent!,dollar_off,1000.0,5.5,,1432.67,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,3,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-4209,1,1.0,885,1842.0,2026-04-07,15,True,hard,Save $1000 off rent!,dollar_off,1000.0,3.62,,1775.33,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,3,12525
2026-03-31,UDR,Inlet Bay at Gateway,,Tampa,UDR-inlet-bay-at-gateway-1br-885sqft-4211,1,1.0,885,1709.0,2026-06-30,14,True,hard,Save $1000 off rent!,dollar_off,1000.0,4.18,,1637.57,https://www.udr.com/tampa-apartments/st-petersburg/inlet-bay-at-gateway/,2026-03-31,2026-03-31,,,,,Plan A1C,3,12525
